[1,0.6099752187728882,0.8042301535606384,0.5940279364585876,0.7758403420448303,0.5498065948486328,0.8007363677024841,0.5538837909698486,0.8293262720108032,0.5599046349525452,0.8541567325592041,0.5699565410614014,0.8720551133155823,0.5659441947937012,0.7544139623641968,0.5458921194076538,0.7542725801467896,0.5297512412071228,0.7402229309082031,0.5258565545082092,0.8222396969795227,0.5117141604423523,0.8399684429168701,0.4997295141220093,0.8540847897529602,0.5278341770172119,0.8541043400764465,0.5117402672767639,0.8683847188949585,0.49777892231941223,0.8791182041168213,0.5377801060676575,0.8754757046699524,0.5217505693435669,0.8862216472625732,0.509825587272644,0.8968996405601501,0.55386883020401,0.8862456679344177,0.5418927669525146,0.897042453289032,0.5298274755477905,0.9075402021408081]
[2,0.6231493949890137,0.9162954092025757,0.611666202545166,0.8993396759033203,0.5656797289848328,0.9502692818641663,0.5771679878234863,0.9742341637611389,0.5886716842651367,0.9945776462554932,0.6001665592193604,0.9981318116188049,0.5715075731277466,0.8925691843032837,0.5485460758209229,0.9163406491279602,0.5331317782402039,0.9299100637435913,0.5446562767028809,0.98095703125,0.5312821269035339,0.9946741461753845,0.5274116396903992,0.9946399331092834,0.5580437183380127,1.0014903545379639,0.5483319163322449,0.977633535861969,-1.0,-1.0,0.5753404498100281,1.0014495849609375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0]
[3,0.40715712308883667,0.4765898585319519,0.4250783324241638,0.45735031366348267,0.4268982410430908,0.3525450825691223,0.42141175270080566,0.35243481397628784,0.41433432698249817,0.36514413356781006,0.40896347165107727,0.38424354791641235,0.45190566778182983,0.4320492148399353,0.4680478572845459,0.4193543791770935,0.48406338691711426,0.4064614176750183,0.43041181564331055,0.3175584673881531,0.4429369568824768,0.31417447328567505,0.45722657442092896,0.3143302798271179,0.4268120229244232,0.32060348987579346,0.441188246011734,0.31414341926574707,0.4555182456970215,0.3175085783004761,0.42150357365608215,0.3364291191101074,0.4358136057853699,0.3205869793891907,0.4500695466995239,0.3205857276916504,0.4143683910369873,0.3588065207004547,0.42501121759414673,0.34282201528549194,0.43580782413482666,0.333295613527298]
[4,0.4238460659980774,0.48874035477638245,0.4408026933670044,0.46505340933799744,0.4389009475708008,0.3809400200843811,0.421919047832489,0.38098639249801636,0.42197185754776,0.387867271900177,0.42570531368255615,0.40444278717041016,0.4579371213912964,0.43157655000686646,0.47113892436027527,0.4114062190055847,0.4768659770488739,0.3944995403289795,0.42949435114860535,0.3271614909172058,0.4276607036590576,0.3002271354198456,0.4275830388069153,0.2767288386821747,0.4446873962879181,0.34063243865966797,0.46545371413230896,0.35749858617782593,0.4748460650444031,0.3844412565231323,0.4446118175983429,0.3508634567260742,0.4617195129394531,0.36754322052001953,0.47105783224105835,0.39120951294898987,0.4408867359161377,0.3709673285484314,0.4540925621986389,0.3742697834968567,0.46170687675476074,0.39107611775398254]
[5,0.4268648028373718,0.4615229368209839,0.4378659725189209,0.4450143873691559,0.45803433656692505,0.35026854276657104,0.43970564007759094,0.3372344374656677,0.4286239743232727,0.343768835067749,0.41219082474708557,0.36014312505722046,0.45437920093536377,0.4025034010410309,0.4470517039299011,0.36998337507247925,0.43040600419044495,0.35358119010925293,0.45439228415489197,0.3112127482891083,0.45253920555114746,0.3372691571712494,0.45253098011016846,0.36336541175842285,0.4397207796573639,0.30782243609428406,0.4433443546295166,0.3308261036872864,0.4433693587779999,0.36342352628707886,0.42680102586746216,0.3144412338733673,0.43227139115333557,0.340518057346344,0.4341312050819397,0.37656548619270325,0.41761109232902527,0.3306524157524109,0.42137232422828674,0.3438968062400818,0.42677783966064453,0.373185932636261]
[6,0.43462759256362915,0.46940654516220093,0.45266157388687134,0.44705188274383545,0.4580267369747162,0.37053030729293823,0.44370120763778687,0.35768556594848633,0.43109723925590515,0.35467544198036194,0.41675877571105957,0.3673657476902008,0.47417712211608887,0.42785173654556274,0.4849855899810791,0.40570974349975586,0.4866815507411957,0.38333263993263245,0.46516507863998413,0.3482060432434082,0.47416162490844727,0.3545721769332886,0.4814000129699707,0.3703879117965698,0.4472905695438385,0.3227030038833618,0.45617517828941345,0.29397621750831604,0.4597611725330353,0.2588108479976654,0.43109118938446045,0.32578063011169434,0.4346666932106018,0.2971225380897522,0.43644508719444275,0.26835304498672485,0.4149512052536011,0.33865422010421753,0.41313377022743225,0.3225180506706238,0.4095071852207184,0.2938341200351715]
[7,0.39662402868270874,0.4749239683151245,0.4079624116420746,0.4448230266571045,0.40230613946914673,0.3880178928375244,0.4042147696018219,0.411559134721756,0.4098147749900818,0.438140869140625,0.419108510017395,0.4614824652671814,0.4229220747947693,0.39807626605033875,0.43987733125686646,0.3880176842212677,0.4586690366268158,0.3746753931045532,0.43416544795036316,0.3780011534690857,0.44925981760025024,0.3714558482170105,0.46609580516815186,0.3648177981376648,0.43801164627075195,0.39818841218948364,0.4341915249824524,0.38802021741867065,-1.0,-1.0,0.43983596563339233,0.4280451238155365,-1.0,-1.0,-1.0,-1.0,0.4379594326019287,0.4515892267227173,0.43613946437835693,0.45154106616973877,-1.0,-1.0]
[8,0.3769894242286682,0.46218806505203247,0.3875795602798462,0.4121519923210144,0.4086800813674927,0.3431892395019531,0.4122507870197296,0.36827173829078674,0.4157482385635376,0.3963637351989746,0.4175790250301361,0.4276883006095886,-1.0,-1.0,-1.0,-1.0,0.4440126121044159,0.38079923391342163,0.4404258131980896,0.3338083326816559,0.45461589097976685,0.3275340795516968,0.46873044967651367,0.3243006467819214,0.44393205642700195,0.3557051420211792,0.4651320278644562,0.3494598865509033,0.48456794023513794,0.3431685268878937,0.44047680497169495,0.39013808965682983,0.44224339723587036,0.3807670474052429,-1.0,-1.0,0.4369065761566162,0.4122169613838196,0.4351311922073364,0.41214293241500854,0.42630553245544434,0.4089509844779968]
[9,0.44115060567855835,0.48866575956344604,0.45836979150772095,0.47503623366355896,0.4738045036792755,0.3931427597999573,0.4583231210708618,0.37955528497695923,0.44306445121765137,0.37958335876464844,0.43149784207344055,0.3896527886390686,0.48147791624069214,0.440856397151947,0.4851840138435364,0.4033307433128357,0.4717632532119751,0.38630321621894836,0.4756428897380829,0.3794472813606262,0.46994084119796753,0.40006023645401,0.46794378757476807,0.4239006042480469,0.4584658145904541,0.37280213832855225,0.46023136377334595,0.4034807085990906,0.4602498412132263,0.43408146500587463,0.4468874931335449,0.37271279096603394,0.4488391876220703,0.4033859968185425,0.45448368787765503,0.43061140179634094,0.4334137737751007,0.3556424081325531,0.4372049570083618,0.33513256907463074,0.43913769721984863,0.31125015020370483]
[11,0.40520739555358887,0.5076618790626526,0.4181676208972931,0.48126691579818726,0.4219019412994385,0.4017904996871948,0.4051559567451477,0.39857012033462524,0.3921862840652466,0.4116324782371521,0.3773348927497864,0.42173823714256287,0.42565858364105225,0.4381355047225952,0.4237940311431885,0.39523231983184814,0.4181270897388458,0.3686797022819519,0.4200669229030609,0.36214035749435425,0.41821229457855225,0.33561772108078003,0.4182090759277344,0.30252605676651,0.40515685081481934,0.3720860481262207,0.4033086895942688,0.35206684470176697,0.3958846926689148,0.33547788858413696,0.3939654231071472,0.4215332269668579,0.3958996534347534,0.4446977376937866,0.4033200144767761,0.4612714648246765,0.3828415870666504,0.438172310590744,0.38843291997909546,0.4547116160392761,0.3939892649650574,0.46783679723739624]
